,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,Date
1763,Tevin Coleman,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1764,Mike Davis,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1765,Demetric Felton Jr.,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1766,Duke Johnson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1767,Tyler Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1768,Giovani Bernard,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1769,Cole McDonald,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1770,Chase Daniel,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1771,Pharoh Cooper,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1772,Tyree Jackson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1773,Marcus Kemp,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1774,Trishton Jackson,Min,WR,L 28-34,0,,,,,,,,,,,,,,,,,Phi,Away,9/19/2023
1775,Brian Hill,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1776,Tarik Black,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1777,Javon Wims,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1778,Daurice Fountain,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1779,Jake Luton,NO,QB,W 20-17,0,,,,,,,,,,,,,,,,,Car,Away,9/19/2023
1780,Nikola Kalinic,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1781,Thaddeus Moss,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1782,Tanner Conner,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1783,Dillon Stoner,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1784,Tyrie Cleveland,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1785,Tay Martin,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1786,Ryan Griffin,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1787,Trey Edmunds,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1788,Ricky Seals-Jones,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1789,Trestan Ebner,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1790,Chris Streveler,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1791,Emmanuel Sanders,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1792,Damarea Crockett,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1793,Jason Huntley,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1794,Lance McCutcheon,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1795,Jeff Driskel,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1796,Jalen Richard,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1797,Chester Rogers,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1798,Andy Janovich,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1799,Nick Bowers,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1800,Cullen Gillaspia,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1801,Devine Ozigbo,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1802,Kyric McGowan,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1803,James Proche II,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1804,Vyncint Smith,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1805,Dennis Houston,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1806,Cameron Brate,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1807,Jaylen Samuels,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1808,Jaydon Mickens,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1809,Kenjon Barner,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1810,Devontae Booker,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1811,Bo Melton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1812,Alex Armah,Wsh,RB,W 35-33,0,,,,,,,,,,,,,,,,,Den,Away,9/19/2023
1813,Nate Stanley,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1814,Garrett Gilbert,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1815,Josh Johnson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1816,Malik Turner,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1817,Trinity Benson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1818,Cam Sims,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1819,Wayne Gallman,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1820,Freddie Swain,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1821,Kevin Hogan,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1822,Jacob Eason,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1823,Tony Poljan,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1824,JaQuan Hardy,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1825,Nick Ralston,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1826,Jacques Patrick,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1827,Keelan Cole Sr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1828,John Wolford,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1829,Ross Travis,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1830,Elijhaa Penny,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1831,DJ Turner,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1832,Nate McCrary,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1833,Davis Webb,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1834,Sean Mannion,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1835,Kylin Hill,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1836,Lee Smith,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1837,Danny Etling,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1838,Jeremy McNichols,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1839,James Morgan,FA,QB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1840,Peyton Barber,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1841,Hunter Kampmoyer,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1842,Damiere Byrd,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1843,Javian Hawkins,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1844,KJ Hill Jr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1845,Frank Darby,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1846,Keke Coutee,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1847,Maurice Ffrench,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1848,Jordan Wilkins,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1849,Ben Mason,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1850,David Sills V,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1851,Gabe Nabers,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1852,Kerryon Johnson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1853,Elijah Holyfield,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1854,Rodney Adams,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1855,J.P. Holtz,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1856,Stanley Morgan,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1857,Ito Smith,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1858,Tajae Sharpe,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1859,Auden Tate,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1860,Darwin Thompson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1861,Cornell Powell,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1862,Daniel Brown,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1863,Ryquell Armstead,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1864,Johnny Stanton IV,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1865,John Lovett,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1866,Marcus Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1867,Darrell Daniels,Det,TE,L 31-37,0,,,,,,,,,,,,,,,,,Sea,Home,9/19/2023
1868,Ian Bunting,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1869,Buddy Howell,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1870,Anthony Firkser,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1871,Collin Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1872,Tommylee Lewis,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1873,Cameron Batson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1874,Kevin Rader,Ten,TE,W 27-24,0,,,,,,,,,,,,,,,,,LAC,Home,9/19/2023
1875,Jake Bargas,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1876,Farrod Green,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1877,Jake Kumerow,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1878,Maxx Williams,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1879,Mason Schreck,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1880,Brandon Zylstra,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1881,Sean McKeon,Dal,TE,W 30-10,0,,,,,,,,,,,,,,,,,NYJ,Home,9/19/2023
1882,Brady Russell,Sea,TE,W 37-31,,,,,,,,,,,,,,,,,,Det,Away,9/19/2023
1883,Malik Taylor,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1884,Mike Strachan,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1885,Jordan Veasy,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1886,Preston Williams,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1887,Anthony Miller,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1888,Temarrick Hemingway,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1889,Richard Rodgers,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1890,Andre Baccellia,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1891,Jacob Harris,Jax,WR,L 9-17,0,,,,,,,,,,,,,,,,,KC,Home,9/19/2023
1892,Xavier Jones,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1893,Kendall Blanton,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1894,Antonio Williams,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1895,Jeff Cotton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1896,Tyron Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1897,Eric Ebron,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1898,Michael Warren II,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1899,Trey Ragas,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1900,Jordan Howard,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1901,Jonathan Ward,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1902,Jesse James,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1903,Sage Surratt,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1904,Sewo Olonilua,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1905,LeVante Bellamy,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1906,Kevin White,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1907,Nick Vannett,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1908,Dominique Dafney,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1909,John Hightower,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1910,Ryan Izzo,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1911,Jacob Hollister,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1912,JoJo Natson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1913,Dazz Newsome,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1914,Eric Tomlinson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1915,John Brown,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1916,Artavis Pierce,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1917,Tony Brown,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1918,Landen Akers,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1919,Reggie Bonnafon,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1920,Tory Carter,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1921,Dezmon Patmon,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1922,Raleigh Webb,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1923,C.J. Saunders,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1924,Easop Winston Jr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1925,Nick Boyle,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1926,Derek Carrier,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1927,Antonio Callaway,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1928,Gerrid Doaks,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1929,Jeff Smith,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1930,Cody White,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1931,Kendric Pryor,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1932,Deon Yelder,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1933,Dalton Keene,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1934,Jason Moore,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1935,Raymond Calais,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1936,Trenton Cannon,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1937,Noah Togiai,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1938,Tommy Hudson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1939,Mohamed Sanu,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1940,Brandon Smith,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1941,Keelan Doss,LAC,WR,L 24-27,0,,,,,,,,,,,,,,,,,Ten,Away,9/19/2023
1942,Adrian Killins,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1943,Tyrell Williams,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1944,Jaelon Darden,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1945,Kenny Stills,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1946,Marvin Hall,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1947,Tanner Gentry,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1948,Isaiah Wright,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1949,Colin Thompson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1950,J.J. Koski,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1951,Ryan Nall,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1952,Mekhi Sargent,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1953,Aaron Fuller,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1954,Bisi Johnson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1955,Isaiah Coulter,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1956,Darius Anderson,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1957,Jalen Camp,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1958,Kaylon Geiger,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1959,Garrett Griffin,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1960,Darius Bradwell,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1961,Dede Westbrook,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1962,Dan Chisena,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1963,Josh Hammond,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1964,Nsimba Webster,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1965,Stephen Anderson,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1966,Javon Leake,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1967,Travis Benjamin,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1968,Scottie Phillips,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1969,Rodney Smith,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1970,Jordan Scarlett,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1971,Tommy Stevens,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1972,Chris Herndon,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1973,Jordan Franks,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1974,Darren Fells,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1975,Antony Auclair,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1976,Daniel Helm,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1977,Antoine Wesley,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1978,Jared Pinkney,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1979,Demetrius Harris,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1980,Codey McElroy,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1981,Kahale Warring,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1982,Miller Forristall,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1983,Ja'Marcus Bradley,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1984,Michael Bandy,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1985,Matt LaCosse,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1986,Adam Shaheen,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1987,Travis Fulgham,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1988,Andre Roberts,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1989,Hunter Bryant,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1990,C.J. Board,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1991,Alex Bachman,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1992,Kawaan Baker,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1993,Luke Stocker,FA,TE,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1994,Nathan Cottrell,FA,RB,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1995,DeMichael Harris,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1996,Jeff Thomas,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1997,Albert Wilson,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1998,Geronimo Allison,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
1999,Omar Bayless,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2000,Myron Mitchell,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2001,Will Hastings,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2002,Matt Cole,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2003,Cyril Grayson Jr.,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2004,Cody Hollister,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2005,Davion Davis,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2006,Austin Mack,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2007,Reggie Begelton,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2008,Chris Rowland,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2009,Christian Blake,FA,WR,,,,,,,,,,,,,,,,,,,,Home,9/19/2023
2010,De'Von Achane,Mia,RB,W 70-20,7.3,0,0,0,18,203,2,4,30,2,4,0,0,0,51.3,0,0,Den,Home,9/26/2023
2011,Keenan Allen,LAC,WR,W 28-24,16.2,49,1,0,0,0,0,18,215,0,20,0,0,0,45.46,1,1,Min,Away,9/26/2023
2012,Raheem Mostert,Mia,RB,W 70-20,14.1,0,0,0,13,82,3,7,60,1,7,0,0,0,45.2,0,0,Den,Home,9/26/2023
2013,Davante Adams,LV,WR,L 18-23,20.4,0,0,0,0,0,0,13,172,2,20,0,0,0,42.2,0,0,Pit,Home,9/26/2023
2014,Adam Thielen,Car,WR,L 27-37,9.7,0,0,0,0,0,0,11,145,1,14,0,0,0,31.5,0,0,Sea,Away,9/26/2023
2015,Tyreek Hill,Mia,WR,W 70-20,23.8,0,0,0,0,0,0,9,157,1,11,0,0,0,30.7,0,0,Den,Home,9/26/2023
2016,Kenneth Walker III,Sea,RB,W 37-27,15,0,0,0,18,97,2,3,59,0,3,0,0,0,30.6,0,0,Car,Home,9/26/2023
2017,Justin Herbert,LAC,QB,W 28-24,20.2,405,3,0,2,11,0,0,0,0,0,0,0,0,29.3,40,47,Min,Away,9/26/2023
2018,Tua Tagovailoa,Mia,QB,W 70-20,20.4,309,4,0,0,0,0,0,0,0,0,0,0,0,28.36,23,26,Den,Home,9/26/2023
2019,Lamar Jackson,Bal,QB,L 19-22,20.8,202,0,0,14,101,2,0,0,0,0,0,1,0,28.18,22,31,Ind,Home,9/26/2023
2020,Justin Jefferson,Min,WR,L 24-28,23.1,0,0,0,0,0,0,7,149,1,13,0,0,0,27.9,0,0,LAC,Home,9/26/2023
2021,Ja'Marr Chase,Cin,WR,W 19-16,20,0,0,0,0,0,0,12,141,0,15,0,0,0,26.1,0,0,LAR,Home,9/26/2023
2022,Patrick Mahomes,KC,QB,W 41-10,24.1,272,3,0,3,28,0,0,0,0,0,0,0,0,25.68,24,33,Chi,Home,9/26/2023
2023,Kirk Cousins,Min,QB,L 24-28,19.9,367,3,1,1,10,0,0,0,0,0,0,0,0,25.68,32,50,LAC,Home,9/26/2023
2024,Tank Dell,Hou,WR,W 37-17,9.8,0,0,0,0,0,0,5,145,1,7,0,0,0,25.5,0,0,Jax,Away,9/26/2023
2025,Deebo Samuel,SF,WR,W 30-12,18.8,0,0,0,1,2,0,6,129,1,12,0,0,0,25.1,0,0,NYG,Home,9/26/2023
2026,Mike Williams,LAC,WR,W 28-24,14,0,0,0,0,0,0,7,121,1,8,0,0,0,25.1,0,0,Min,Away,9/26/2023
2027,Amari Cooper,Cle,WR,W 27-3,13.3,0,0,0,0,0,0,7,116,1,8,0,0,0,24.6,0,0,Ten,Home,9/26/2023
2028,Jordan Love,GB,QB,W 18-17,14,259,1,1,9,39,1,0,0,0,0,0,0,0,24.26,22,44,NO,Home,9/26/2023
2029,Andy Dalton,Car,QB,L 27-37,12.7,361,2,0,2,11,0,0,0,0,0,0,0,0,23.54,34,58,Sea,Away,9/26/2023
2030,Christian McCaffrey,SF,RB,W 30-12,21.1,0,0,0,18,85,1,5,34,0,5,0,0,0,22.9,0,0,NYG,Home,9/26/2023
2031,Zack Moss,Ind,RB,W 22-19,13.9,0,0,0,30,122,0,2,23,1,3,0,0,0,22.5,0,0,Bal,Away,9/26/2023
2032,Sam LaPorta,Det,TE,W 20-6,9,0,0,0,0,0,0,8,84,1,11,0,0,0,22.4,0,0,Atl,Home,9/26/2023
2033,A.J. Brown,Phi,WR,W 25-11,15.1,0,0,0,0,0,0,9,131,0,14,0,0,0,22.1,0,0,TB,Away,9/26/2023
2034,Josh Allen,Buf,QB,W 37-3,20.8,218,1,1,3,46,1,0,0,0,0,0,0,0,21.32,20,32,Wsh,Away,9/26/2023
2035,Deshaun Watson,Cle,QB,W 27-3,17.4,289,2,0,4,16,0,0,0,0,0,0,0,0,21.16,27,33,Ten,Home,9/26/2023
2036,C.J. Stroud,Hou,QB,W 37-17,14.2,280,2,0,3,14,0,0,0,0,0,0,0,0,20.6,20,30,Jax,Away,9/26/2023
2037,Brock Purdy,SF,QB,W 30-12,17.6,310,2,0,4,-1,0,0,0,0,0,0,0,0,20.3,25,37,NYG,Home,9/26/2023
2038,Travis Kelce,KC,TE,W 41-10,18.2,0,0,0,0,0,0,7,69,1,8,0,0,0,19.9,0,0,Chi,Home,9/26/2023
